player_id,sim_time_min,heart_rate,accel_value,impact_event,major_event,tier,network_delay_ms,edge_latency_ms
1,0,79,1.62,False,False,2,128.14,2743.32
2,0,83,1.46,False,False,2,72.93,2668.77
3,0,83,1.1,False,False,2,47.95,2619.99
4,0,87,1.71,False,False,2,106.51,2512.66
5,0,82,0.85,False,False,2,97.78,2414.06
6,0,86,1.23,False,False,2,22.85,2390.46
7,0,78,1.17,False,False,2,123.01,2266.76
8,0,91,0.97,False,False,2,58.39,2207.67
9,0,74,1.64,False,False,2,35.91,2170.67
10,0,75,1.18,False,False,2,128.09,2042.11
11,0,80,1.05,False,False,2,66.13,1975.04
12,0,72,1.33,False,False,2,147.67,1826.97
13,0,86,1.62,False,False,2,73.98,1752.46
14,0,91,0.99,False,False,2,48.07,1703.74
15,0,85,1.06,False,False,2,47.98,1655.26
16,0,76,1.72,False,False,2,132.92,1521.58
17,0,78,1.68,False,False,2,45.23,1475.44
18,0,82,0.66,False,False,2,56.04,1418.32
19,0,82,1.76,False,False,2,54.05,1363.41
20,0,71,0.54,False,False,2,110.46,1252.4
21,0,82,1.82,False,False,2,54.41,1197.49
22,0,79,1.59,False,False,2,89.35,1107.72
1,0.38,78,0.6,False,False,2,104.91,0.02
2,0.38,81,1.74,False,False,2,121.47,2934.27
3,0.38,80,0.55,False,False,2,26.19,2907.21
4,0.38,89,1.01,False,False,2,38.44,2868.11
5,0.38,85,0.53,False,False,2,28.41,2839.1
6,0.38,88,1.24,False,False,2,91.32,2743.51
7,0.38,81,0.75,False,False,2,114.69,2627.98
8,0.38,94,1.83,False,False,2,93.52,2533.22
9,0.38,76,1.1,False,False,2,75.57,2455.83
10,0.38,74,1.05,False,False,2,146.56,2308.22
11,0.38,83,0.53,False,False,2,140.28,2167.01
12,0.38,74,1.16,False,False,2,120.86,2044.44
13,0.38,88,1.99,False,False,2,31.16,2012.24
14,0.38,88,1.48,False,False,2,101.67,1909.43
15,0.38,88,1.5,False,False,2,128.44,1778.95
16,0.38,74,0.69,False,False,2,140.32,1637.86
17,0.38,77,1.16,False,False,2,135.64,1500.76
