player_id,sim_time_min,heart_rate,accel_value,impact_event,major_event,tier,network_delay_ms,edge_latency_ms
1,0,90,0.67,False,False,2,58.6,2725.07
2,0,73,1.61,False,False,2,89.4,2634.81
3,0,89,0.53,False,False,2,126.57,2507.52
4,0,88,0.74,False,False,2,61.35,2444.57
5,0,69,0.76,False,False,2,57.33,2386.33
6,0,86,0.86,False,False,2,49.67,2335.94
7,0,73,1.78,False,False,2,86.44,2248.82
8,0,82,1.43,False,False,2,74.12,2173.82
9,0,88,1.04,False,False,2,75.57,2097.16
10,0,78,1.73,False,False,2,116.91,1979.42
11,0,69,0.8,False,False,2,29.25,1949.35
12,0,78,1.3,False,False,2,25.75,1921.16
13,0,77,1.91,False,False,2,132.13,1787.48
14,0,72,1.75,False,False,2,35.17,1751.51
15,0,69,1.62,False,False,2,85.25,1665.07
16,0,71,1.83,False,False,2,58.74,1605.6
17,0,81,0.91,False,False,2,53.4,1551.57
18,0,75,1.77,False,False,2,66.66,1483.89
19,0,77,1.95,False,False,2,31.2,1451.92
20,0,88,1.97,False,False,2,131.34,1319.93
21,0,86,1.71,False,False,2,137.31,1181.69
22,0,87,1.19,False,False,2,149.54,1029.78
1,0.38,91,1.53,False,False,2,28.6,0.01
2,0.38,76,1.08,False,False,2,71.61,2631.45
3,0.38,89,1.94,False,False,2,86.63,2544.3
4,0.38,86,1.08,False,False,2,69.11,2474.35
5,0.38,71,1.83,False,False,2,49.4,2424.3
6,0.38,83,0.62,False,False,2,42.51,2380.86
7,0.38,74,0.79,False,False,2,61.42,2318.11
8,0.38,81,1.91,False,False,2,128.58,2188.55
9,0.38,91,1.48,False,False,2,39.42,2148.4
10,0.38,75,1.94,False,False,2,139.73,2007.79
11,0.38,71,0.74,False,False,2,63.32,1943.14
12,0.38,80,0.5,False,False,2,93.04,1849.05
13,0.38,80,0.68,False,False,2,116.22,1732.0
14,0.38,73,1.55,False,False,2,134.45,1596.83
15,0.38,72,1.06,False,False,2,38.05,1557.96
16,0.38,72,1.3,False,False,2,43.56,1513.37
17,0.38,80,1.74,False,False,2,140.25,1372.19
18,0.38,77,1.12,False,False,2,48.72,1322.16
19,0.38,79,0.8,False,False,2,103.84,1217.45
20,0.38,87,1.16,False,False,2,34.91,1181.23
21,0.38,87,1.62,False,False,2,56.08,1124.6
22,0.38,85,1.26,False,False,2,87.13,1035.51
1,0.75,93,1.79,False,False,2,34.38,0.02
2,0.75,77,0.6,False,False,2,131.73,2646.95
3,0.75,88,1.21,False,False,2,86.53,2559.93
4,0.75,87,1.98,False,False,2,59.78,2498.93
5,0.75,71,1.73,False,False,2,119.99,2377.14
6,0.75,81,1.01,False,False,2,126.14,2250.03
7,0.75,73,1.49,False,False,2,32.73,2216.49
8,0.75,79,1.96,False,False,2,120.12,2095.51
9,0.75,89,0.73,False,False,2,53.1,2041.77
10,0.75,72,1.63,False,False,2,51.46,1989.27
11,0.75,70,1.47,False,False,2,108.07,1880.2
12,0.75,83,1.72,False,False,2,29.91,1849.59
13,0.75,77,0.73,False,False,2,63.95,1784.88
14,0.75,71,0.95,False,False,2,60.82,1723.29
15,0.75,73,0.77,False,False,2,145.87,1575.99
16,0.75,75,1.92,False,False,2,34.9,1538.28
17,0.75,81,1.43,False,False,2,113.55,1424.07
18,0.75,78,1.59,False,False,2,112.38,1311.23
19,0.75,77,0.89,False,False,2,117.09,1193.02
20,0.75,87,1.18,False,False,2,54.12,1137.87
21,0.75,84,1.82,False,False,2,28.74,1107.71
22,0.75,84,0.74,False,False,2,58.09,1048.54
2,1.12,78,0.93,False,False,2,45.94,0.02
3,1.12,88,1.95,False,False,2,140.1,2536.31
4,1.12,84,1.39,False,False,2,114.92,2420.21
5,1.12,71,1.05,False,False,2,42.37,2376.8
6,1.12,82,1.33,False,False,2,45.75,2329.24
7,1.12,76,0.91,False,False,2,104.3,2222.53
8,1.12,76,0.53,False,False,2,55.35,2166.43
9,1.12,92,1.85,False,False,2,101.63,2064.12
10,1.12,70,1.61,False,False,2,60.98,2002.09
11,1.12,68,1.76,False,False,2,24.54,1976.37
12,1.12,82,0.93,False,False,2,42.17,1933.41
13,1.12,75,0.94,False,False,2,125.71,1806.78
14,1.12,69,1.03,False,False,2,22.4,1783.47
15,1.12,74,1.84,False,False,2,149.89,1632.83
16,1.12,72,1.05,False,False,2,60.24,1571.97
17,1.12,82,0.96,False,False,2,103.82,1467.44
18,1.12,77,1.18,False,False,2,59.42,1405.81
19,1.12,76,0.75,False,False,2,140.72,1262.8
20,1.12,87,1.04,False,False,2,39.94,1221.78
21,1.12,87,1.15,False,False,2,98.16,1122.8
22,1.12,81,1.85,False,False,2,51.22,1070.63
1,1.5,96,0.84,False,False,2,68.88,0.02
